Yr,Mn,Dy,Hr,Obs,Mod.enh,Bg_quant_0.05,Bg_quant_0.06,Bg_quant_0.07,Bg_quant_0.08,Bg_quant_0.09,Bg_quant_0.1,Bg_quant_0.11,Bg_quant_0.12,Bg_quant_0.13,Bg_quant_0.14,Bg_quant_0.15,Bg_quant_0.16,Bg_quant_0.17,Bg_quant_0.18,Bg_quant_0.19,Bg_quant_0.2,Bg_quant_0.21,Bg_quant_0.22,Bg_quant_0.23,Bg_quant_0.24,Bg_quant_0.25,Bg_quant_0.26,Bg_quant_0.27,Bg_quant_0.28,Bg_quant_0.29,Bg_quant_0.3,Bg_quant_0.31,Bg_quant_0.32,Bg_quant_0.33,Bg_quant_0.34,Bg_quant_0.35
2012,9,13,10,1939.15,13.0019,1904.66,1905.23,1905.99,1906.96,1908.03,1909.34,1910.55,1911.05,1911.55,1911.92,1912.29,1912.61,1912.92,1913.2,1913.45,1913.79,1914.27,1914.7,1915,1915.3,1915.44,1915.58,1916.47,1917.44,1918.57,1919.77,1921.65,1924.05,1925.72,1926.23,1926.81
2012,9,13,11,1952.22,11.0673,1905.37,1906.76,1908.14,1909.52,1910.63,1911.13,1911.62,1911.97,1912.31,1912.62,1912.93,1913.19,1913.44,1913.83,1914.31,1914.73,1915.04,1915.31,1915.43,1915.62,1916.59,1917.55,1918.7,1919.88,1922,1924.46,1925.82,1926.33,1926.9,1927.54,1928.97
2012,9,13,12,1983.91,15.1563,1907.81,1909.26,1910.3,1910.88,1911.4,1911.77,1912.14,1912.47,1912.8,1913.06,1913.32,1913.75,1914.23,1914.62,1914.96,1915.2,1915.3,1915.61,1916.49,1917.39,1918.46,1919.54,1921.81,1924.19,1925.29,1925.94,1926.52,1927.04,1928.93,1932.96,1936.4
2012,9,13,13,2009.74,37.3234,1909.03,1909.96,1910.68,1911.18,1911.64,1912.03,1912.4,1912.7,1913,1913.4,1913.8,1914.19,1914.58,1914.85,1915.06,1915.42,1916,1916.67,1917.61,1918.62,1920.42,1922.21,1923.52,1924.79,1925.59,1926.22,1927.98,1930.6,1933.07,1935.3,1937.64
2012,9,13,14,1998.8,60.5848,1910.21,1910.87,1911.41,1911.8,1912.18,1912.49,1912.81,1913.13,1913.44,1913.87,1914.31,1914.65,1914.96,1915.24,1915.5,1916,1916.83,1917.78,1919.03,1920.35,1922.32,1924.29,1925.17,1925.94,1926.96,1928.07,1930.38,1933.61,1936.35,1938.31,1940.51
2012,9,13,15,1982.33,48.4949,1911.57,1911.99,1912.36,1912.68,1912.98,1913.24,1913.51,1913.94,1914.38,1914.73,1915.08,1915.27,1915.41,1915.95,1916.75,1917.67,1918.78,1920.18,1922.42,1924.55,1925.45,1926.36,1926.96,1927.54,1930.34,1933.93,1936.5,1938.29,1940.66,1943.96,1946.93
2012,9,13,16,1960.92,29.9534,1912.24,1912.54,1912.82,1913.08,1913.36,1913.67,1913.99,1914.41,1914.84,1915.11,1915.37,1915.71,1916.09,1916.83,1917.82,1919.1,1920.75,1922.46,1924.35,1926.13,1926.75,1927.36,1928.96,1930.66,1933.51,1936.76,1939.47,1941.76,1944.24,1947,1949.44
2012,9,13,17,1956.98,21.86,1912.7,1912.96,1913.23,1913.49,1913.8,1914.21,1914.61,1914.96,1915.31,1915.54,1915.78,1916.45,1917.25,1918.39,1919.76,1921.43,1923.49,1925.29,1926.34,1927.36,1928.21,1929.06,1932.06,1935.26,1937.94,1940.43,1943.06,1945.8,1948.13,1949.83,1951.3
2012,9,13,18,1948.81,27.5373,1913.3,1913.57,1913.91,1914.33,1914.71,1915.04,1915.36,1915.62,1915.88,1916.69,1917.52,1918.8,1920.2,1921.99,1924.03,1925.59,1926.53,1927.49,1928.54,1929.77,1932.98,1936.2,1938.63,1940.99,1943.72,1946.57,1948.65,1950.14,1951.19,1951.56,1951.92
2012,9,13,19,1953.68,12.8012,1914.07,1914.49,1914.85,1915.14,1915.44,1915.76,1916.15,1917.05,1917.95,1919.41,1920.9,1922.76,1924.73,1925.97,1926.75,1927.8,1929.19,1931.05,1934.22,1937.3,1939.3,1941.31,1944.3,1947.39,1949.12,1950.38,1951.16,1951.59,1951.88,1951.97,1952.09
2012,9,13,20,1962.61,15.0508,1914.83,1915.17,1915.46,1915.7,1916.16,1917.09,1918.09,1919.47,1920.85,1922.99,1925.16,1926.15,1926.81,1927.75,1928.87,1931.09,1934.73,1937.85,1939.5,1941.21,1943.53,1945.85,1947.84,1949.79,1950.67,1951.19,1951.56,1951.82,1952,1952.04,1952.12
2012,9,13,21,1966.98,25.6792,1915.28,1915.87,1916.67,1917.69,1918.86,1920.33,1921.86,1923.75,1925.65,1926.4,1927.1,1928.49,1930.07,1932.72,1936.05,1938.64,1940.27,1942.04,1944.22,1946.29,1947.36,1948.42,1949.44,1950.46,1951.02,1951.4,1951.69,1951.89,1952.05,1952.12,1952.22
2012,9,13,22,1953.65,20.0137,1919.93,1921.69,1923.3,1924.74,1926.04,1927.01,1928.12,1930.26,1932.4,1934.95,1937.53,1939.78,1941.94,1943.81,1945.48,1946.95,1948.13,1949.19,1949.86,1950.51,1950.94,1951.36,1951.61,1951.84,1952,1952.14,1952.28,1952.42,1952.61,1952.89,1953.25
2012,9,13,23,1926.24,16.6957,1925.96,1926.74,1927.62,1928.61,1930.37,1933.92,1937.25,1939.1,1940.94,1943.15,1945.39,1946.82,1948.04,1949.02,1949.84,1950.51,1950.98,1951.39,1951.63,1951.87,1951.97,1952.08,1952.22,1952.37,1952.5,1952.64,1952.95,1953.41,1954.06,1954.98,1955.84
2012,9,14,0,1927.93,14.7007,1927.81,1928.89,1931.26,1935.04,1938.15,1939.7,1941.36,1943.75,1946.13,1947.25,1948.31,1949.21,1950.06,1950.66,1951.09,1951.45,1951.69,1951.9,1952,1952.1,1952.26,1952.41,1952.54,1952.67,1953.07,1953.57,1954.32,1955.28,1956.09,1956.66,1957.21
2012,9,14,1,1945.11,11.7313,1932.16,1935.13,1937.65,1939.68,1941.76,1943.92,1945.95,1947.15,1948.34,1949.23,1950.1,1950.64,1951.1,1951.43,1951.69,1951.89,1952.01,1952.14,1952.28,1952.41,1952.58,1952.74,1953.22,1953.73,1954.48,1955.31,1956.02,1956.63,1957.2,1957.71,1958.29
2012,9,14,2,1935.6,10.9076,1939.74,1941.79,1943.76,1945.62,1947.24,1948.3,1949.32,1950.01,1950.7,1951.09,1951.47,1951.69,1951.87,1952.02,1952.14,1952.26,1952.39,1952.53,1952.75,1953.01,1953.68,1954.34,1955.17,1956.01,1956.63,1957.16,1957.69,1958.2,1958.88,1959.81,1960.73
2012,9,14,3,1940.18,26.3689,1944.9,1946.42,1947.56,1948.31,1949.1,1949.96,1950.76,1951.12,1951.48,1951.71,1951.94,1952.02,1952.06,1952.19,1952.38,1952.51,1952.57,1952.73,1953.19,1953.72,1954.9,1956.09,1956.66,1957.18,1957.56,1957.88,1958.46,1959.22,1960.23,1961.63,1962.75
2012,9,14,4,1934.68,6.6353,1944.35,1946.23,1947.42,1947.84,1948.36,1949.08,1949.8,1950.45,1951.1,1951.39,1951.68,1951.85,1951.99,1952.1,1952.21,1952.32,1952.46,1952.62,1952.85,1953.12,1953.92,1954.72,1955.62,1956.54,1957.08,1957.49,1957.96,1958.47,1959.2,1960.25,1961.27
2012,9,14,5,1935.26,8.33393,1941.54,1942.75,1944.25,1946.08,1947.48,1947.88,1948.32,1949,1949.69,1950.34,1951,1951.35,1951.63,1951.83,1951.98,1952.11,1952.19,1952.3,1952.47,1952.65,1952.92,1953.18,1953.87,1954.6,1955.47,1956.39,1957.05,1957.49,1957.98,1958.52,1959.15
2012,9,14,6,1933.76,5.5759,1934.61,1938.7,1941.4,1942.58,1943.95,1945.78,1947.42,1947.82,1948.21,1948.88,1949.57,1950.23,1950.88,1951.3,1951.58,1951.8,1951.96,1952.09,1952.19,1952.29,1952.46,1952.64,1952.89,1953.14,1953.74,1954.47,1955.32,1956.25,1956.99,1957.44,1957.91
2012,9,14,7,1923.09,10.2404,1929.51,1933.53,1936.91,1939.62,1942,1943.62,1945.18,1946.39,1947.6,1948.12,1948.62,1949.28,1949.99,1950.57,1951.07,1951.46,1951.7,1951.9,1952.02,1952.14,1952.28,1952.42,1952.6,1952.78,1953.12,1953.52,1954.18,1955.04,1955.86,1956.61,1957.29
2012,9,14,8,1921.97,9.05439,1925.03,1927.18,1930.57,1935.3,1939.05,1940.56,1942.14,1944.2,1946.26,1946.99,1947.66,1948.26,1948.85,1949.53,1950.27,1950.86,1951.24,1951.58,1951.79,1951.99,1952.07,1952.15,1952.32,1952.49,1952.66,1952.83,1953.19,1953.7,1954.4,1955.4,1956.3
2012,9,14,9,1930.71,12.0079,1923.79,1924.8,1926.46,1928.8,1931.89,1936.65,1940.9,1941.78,1942.66,1944.71,1946.82,1947.58,1947.97,1948.51,1949.14,1949.8,1950.51,1951.11,1951.41,1951.7,1951.88,1952.06,1952.15,1952.23,1952.41,1952.62,1952.84,1953.05,1953.42,1954.03,1954.73
2012,9,14,10,1921.34,13.2695,1923.11,1923.77,1925.04,1926.98,1929.28,1932.41,1935.5,1938.32,1941.14,1942.18,1943.14,1944.84,1946.76,1947.74,1948.13,1948.62,1949.26,1949.9,1950.56,1951.18,1951.45,1951.72,1951.9,1952.08,1952.19,1952.29,1952.46,1952.67,1952.91,1953.18,1953.54
2012,9,14,11,1953.73,25.3447,1922.77,1923.29,1924.38,1926.1,1928.09,1930.7,1933.44,1936.95,1940.46,1941.16,1941.73,1943.34,1945.25,1946.46,1947.22,1947.84,1948.28,1948.78,1949.46,1950.12,1950.68,1951.24,1951.52,1951.77,1951.94,1952.08,1952.22,1952.35,1952.52,1952.73,1952.96
2012,9,14,12,1963.73,25.8897,1922.67,1923.1,1924.09,1925.68,1927.56,1930.13,1932.84,1936.51,1940.18,1940.82,1941.32,1942.71,1944.34,1945.52,1946.42,1947.14,1947.63,1948.14,1948.72,1949.31,1950.01,1950.7,1951.1,1951.47,1951.72,1951.92,1952.07,1952.17,1952.3,1952.48,1952.67
2012,9,14,13,1996.25,37.5247,1922.5,1922.92,1923.9,1925.47,1927.32,1929.83,1932.5,1936.21,1939.92,1940.6,1941.15,1942.35,1943.74,1944.68,1945.33,1946.08,1946.93,1947.68,1948.12,1948.57,1949.2,1949.82,1950.43,1951.03,1951.39,1951.65,1951.86,1952.03,1952.17,1952.28,1952.42
2012,9,14,14,2010.61,53.3683,1921.35,1922.38,1923.51,1924.73,1926.26,1928.47,1930.84,1934.25,1937.66,1939.15,1940.56,1941.69,1942.74,1943.63,1944.4,1945.19,1945.98,1946.73,1947.34,1947.95,1948.49,1949.03,1949.68,1950.33,1950.83,1951.28,1951.59,1951.8,1951.98,1952.11,1952.24
2012,9,14,15,1982.88,50.6908,1919.45,1921.21,1922.58,1923.52,1924.71,1926.46,1928.34,1931.15,1933.97,1936.58,1939.18,1940.5,1941.47,1942.38,1943.25,1944.05,1944.75,1945.49,1946.37,1947.2,1947.65,1948.1,1948.72,1949.35,1950,1950.66,1951.13,1951.46,1951.73,1951.9,1952.06
2012,9,14,16,1977.28,67.0894,1917.68,1919.27,1920.78,1922.21,1923.57,1924.76,1926.09,1928.32,1930.56,1933.4,1936.26,1938.33,1940.19,1941.39,1942.15,1942.94,1943.73,1944.53,1945.34,1946.14,1946.81,1947.49,1948,1948.5,1949.15,1949.86,1950.46,1950.99,1951.41,1951.65,1951.87
2012,9,14,17,1950.09,50.0822,1916.25,1917.29,1918.62,1920.28,1921.8,1922.99,1924.23,1925.8,1927.38,1929.88,1932.43,1935.05,1937.67,1939.49,1940.77,1941.85,1942.65,1943.45,1944.23,1945.01,1945.81,1946.62,1947.2,1947.75,1948.34,1948.93,1949.57,1950.24,1950.81,1951.21,1951.57
2012,9,14,18,1942.1,26.9635,1914.05,1915.36,1916.58,1917.71,1918.95,1920.44,1921.92,1923.27,1924.62,1926.36,1928.1,1930.44,1932.94,1935.33,1937.65,1939.53,1940.83,1942.01,1942.79,1943.58,1944.38,1945.17,1945.91,1946.64,1947.28,1947.88,1948.48,1949.07,1949.67,1950.28,1950.84
2012,9,14,19,1944.53,28.3461,1904.54,1907.81,1910.71,1913.21,1915.27,1916.32,1917.4,1918.58,1919.76,1921.48,1923.21,1924.68,1926.07,1927.8,1929.74,1931.83,1934.12,1936.37,1938.53,1940.58,1941.52,1942.46,1943.31,1944.14,1944.88,1945.58,1946.32,1947.09,1947.77,1948.29,1948.83
2012,9,14,20,1944.24,28.1539,1895.17,1896.04,1897.51,1899.64,1902.12,1905.4,1908.59,1911.15,1913.72,1915.03,1916.27,1917.5,1918.72,1920.11,1921.6,1923.06,1924.48,1926.01,1927.86,1929.77,1932.24,1934.71,1936.87,1938.99,1940.93,1942.8,1943.91,1944.45,1945.21,1946.32,1947.25
2012,9,14,21,1934.81,24.2254,1892.94,1893.09,1893.4,1893.82,1894.17,1894.49,1894.9,1896,1897.83,1901.85,1905.9,1909.7,1913.34,1914.27,1915.19,1915.97,1916.9,1918.78,1920.74,1922.01,1923.01,1924.18,1925.72,1927.53,1930.24,1933.55,1937.98,1941.78,1943.09,1944.5,1945.61
2012,9,14,22,1918.35,24.341,1892.8,1892.82,1892.88,1892.97,1893.23,1893.68,1894.05,1894.3,1894.6,1895.09,1895.86,1899,1902.14,1906.45,1910.78,1912.9,1914.63,1915.52,1916.07,1917.39,1919.23,1920.83,1922.16,1923.44,1924.63,1926.06,1928.35,1930.79,1934.88,1938.97,1941.41
2012,9,14,23,1906.81,20.4633,1892.79,1892.81,1892.85,1892.91,1893.1,1893.43,1893.7,1893.86,1894.02,1894.22,1894.44,1894.79,1895.14,1897.88,1900.67,1904.92,1909.42,1912.15,1914.2,1915.31,1915.77,1916.83,1918.56,1920.21,1921.7,1923.09,1924.15,1925.3,1927.44,1929.59,1933.5
2012,9,15,0,1899.51,22.365,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.81,1893.98,1894.15,1894.38,1894.61,1894.87,1895.12,1897.68,1900.65,1904.47,1908.63,1911.62,1913.83,1915.19,1915.6,1916.44,1918.14,1919.8,1921.36,1922.87,1923.87,1924.86,1926.88
2012,9,15,1,1902.46,26.2249,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.9,1896.93,1899.07,1901.64,1904.6,1907.82,1910.73,1913.3,1915.14,1915.54,1916.18,1917.64,1919.14,1920.92,1922.7,1923.65
2012,9,15,2,1904.73,33.0583,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.71,1898.14,1899.77,1901.13,1902.31,1904.33,1907.31,1910.19,1912.91,1915.16,1915.65,1916.2,1917.5,1918.8,1920.68
2012,9,15,3,1918.29,52.0612,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1898,1899.46,1900.21,1900.49,1901.6,1903.65,1905.62,1907.44,1909.47,1912.3,1914.95,1915.53,1916.1,1917.25
2012,9,15,4,1906.41,32.5572,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900.01,1900.07,1900.81,1902.34,1903.61,1904.38,1905.36,1907.08,1908.9,1911.74,1914.59,1915.34
2012,9,15,5,1900.7,11.9826,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.69,1902.06,1903.08,1903.44,1903.83,1904.34,1904.95,1906.73,1908.5,1911.18
2012,9,15,6,1906.95,9.76281,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1902,1902.96,1903.22,1903.44,1903.52,1903.68,1904.8,1905.92,1906.72
2012,9,15,7,1904.58,28.0678,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.52,1904.46,1905.4,1905.78
2012,9,15,8,1898.23,49.8931,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.51,1904.42,1905.32,1905.58
2012,9,15,9,1916.11,35.5554,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.51,1904.36,1905.22,1905.34
2012,9,15,10,1941.34,12.8158,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.35,1905.19,1905.29
2012,9,15,11,1961.88,14.9613,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.35,1905.19,1905.28
2012,9,15,12,1939.88,38.2754,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.35,1905.19,1905.28
2012,9,15,13,1960.32,11.3273,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.19,1905.28
2012,9,15,14,1916.4,13.9748,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.18,1905.28
2012,9,15,15,1913.55,10.6166,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.18,1905.28
2012,9,15,16,1901.39,7.24323,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.18,1905.28
2012,9,15,17,1900.35,6.4884,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.18,1905.28
2012,9,15,18,1898.28,5.58082,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.5,1904.34,1905.18,1905.28
2012,9,15,19,1897.15,7.02086,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.67,1901.99,1902.96,1903.22,1903.42,1903.43,1903.47,1903.9,1904.33,1904.77
2012,9,15,20,1899.3,3.58105,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.98,1899.4,1900,1900.03,1900.35,1900.99,1901.69,1902.49,1903.14,1903.29,1903.43,1903.48,1903.53,1903.9
2012,9,15,21,1896.64,4.47387,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.72,1898.78,1899.43,1899.81,1900.03,1900.09,1900.32,1900.88,1901.49,1902.33,1903.11,1903.26,1903.42,1903.47
2012,9,15,22,1903.17,5.23141,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.54,1898.35,1899.05,1899.66,1899.99,1900.02,1900.08,1900.17,1900.39,1901.05,1901.71,1902.38,1903.05,1903.23
2012,9,15,23,1909.33,25.1019,1892.79,1892.81,1892.85,1892.91,1893.1,1893.42,1893.65,1893.72,1893.8,1893.97,1894.14,1894.38,1894.61,1894.81,1895,1895.8,1896.7,1897.54,1898.35,1898.72,1898.8,1899.09,1899.63,1900,1900.03,1900.09,1900.2,1900.34,1900.7,1901.06,1901.9
2012,9,16,0,1919.4,41.199,1892.72,1892.78,1892.82,1892.86,1892.96,1893.15,1893.34,1893.54,1893.72,1893.83,1893.95,1894.15,1894.35,1894.56,1894.78,1895.26,1895.79,1896.56,1897.42,1898.03,1898.47,1898.84,1899.13,1899.43,1899.75,1900.02,1900.09,1900.16,1900.36,1900.56,1901.14
2012,9,16,1,1923.63,37.0941,1892.66,1892.75,1892.8,1892.81,1892.86,1892.95,1893.11,1893.41,1893.66,1893.73,1893.81,1893.98,1894.16,1894.38,1894.61,1894.87,1895.12,1895.84,1896.73,1897.49,1898.15,1898.57,1898.72,1898.93,1899.27,1899.59,1899.82,1900.05,1900.14,1900.23,1900.5
2012,9,16,2,1953.14,26.8852,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.69,1896.59,1897.3,1897.88,1898.3,1898.53,1898.71,1898.76,1898.91,1899.47,1899.99,1900.02,1900.06,1900.16
2012,9,16,3,1957.36,13.7894,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.86,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1900.01,1900.04,1900.14
2012,9,16,4,1936.74,30.2151,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1900.01,1900.04,1900.13
2012,9,16,5,1939.03,23.7455,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1900,1900.01,1900.07
2012,9,16,6,1937.25,31.9824,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1899.99,1899.99,1900.03
2012,9,16,7,1961.59,15.025,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1899.98,1899.99,1900.02
2012,9,16,8,1981.86,20.3401,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.85,1899.44,1899.98,1899.98,1899.99,1900.01
2012,9,16,9,2016.04,12.5442,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.79,1899.12,1899.45,1899.71,1899.97,1900
2012,9,16,10,1968.17,23.5711,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.75,1898.89,1899.05,1899.5,1899.96,1899.98
2012,9,16,11,2032.42,20.3002,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.75,1898.84,1898.98,1899.47,1899.96,1899.98
2012,9,16,12,2153.29,41.5616,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.74,1898.84,1898.97,1899.47,1899.96,1899.98
2012,9,16,13,2038.25,46.3543,1892.65,1892.75,1892.79,1892.81,1892.84,1892.9,1893.06,1893.38,1893.65,1893.71,1893.78,1893.95,1894.12,1894.35,1894.58,1894.78,1894.98,1895.68,1896.59,1897.29,1897.85,1898.27,1898.52,1898.69,1898.71,1898.74,1898.83,1898.96,1899.46,1899.96,1899.98
2012,9,16,14,1992.17,77.4666,1892.64,1892.74,1892.79,1892.8,1892.84,1892.9,1893.04,1893.36,1893.64,1893.7,1893.77,1893.93,1894.1,1894.32,1894.55,1894.88,1895.35,1896.13,1896.92,1897.57,1898.03,1898.4,1898.58,1898.7,1898.73,1898.78,1898.94,1899.18,1899.62,1899.97,1899.98
2012,9,16,15,1958.48,47.8654,1892.64,1892.73,1892.79,1892.8,1892.83,1892.89,1892.99,1893.3,1893.6,1893.69,1893.75,1893.89,1894.06,1894.31,1894.76,1895.42,1896.2,1897.01,1897.58,1898.08,1898.36,1898.59,1898.67,1898.74,1898.8,1898.96,1899.27,1899.59,1899.87,1899.98,1900
2012,9,16,16,1929.92,20.3652,1892.63,1892.73,1892.79,1892.8,1892.83,1892.89,1892.97,1893.28,1893.58,1893.68,1893.75,1893.9,1894.13,1894.47,1895.11,1895.9,1896.59,1897.31,1897.8,1898.22,1898.45,1898.63,1898.71,1898.8,1898.9,1899.12,1899.45,1899.69,1899.9,1899.99,1900.01
